"Concordance between the North American Industry Classification System (NAICS) Canada 2017 Version 3.0 and the International Standard Industrial Classification (ISIC), Rev. 4",,,,
NAICS Canada 2017 Version 3.0 Code,NAICS Canada 2017 Version 3.0 Title,ISIC Rev. 4 Code,ISIC Rev. 4 Title,Explanatory Notes
522329,Other financial transactions processing and clearing house activities,K6619*,Other activities auxiliary to financial service activities,Other financial transactions processing and clearing house activities
522390,Other activities related to credit intermediation,K6419*,Other monetary intermediation,"Other activities related to credit intermediation (e.g., money order issuance services)"
523110,Investment banking and securities dealing,K6499*,"Other financial service activities, except insurance and pension funding activities, n.e.c.",Investment banking and securities dealing
523120,Securities brokerage,K6612*,Security and commodity contracts brokerage,Securities brokerage
523130,Commodity contracts dealing,K6499*,"Other financial service activities, except insurance and pension funding activities, n.e.c.",Commodity contract dealing; foreign currency dealing
523130,Commodity contracts dealing,K6612*,Security and commodity contracts brokerage,"Foreign currency exchange services (i.e., selling to the public)"
523140,Commodity contracts brokerage,K6612*,Security and commodity contracts brokerage,Commodity contracts brokerage
523210,Securities and commodity exchanges,K6611,Administration of financial markets,
523910,Miscellaneous intermediation,K6499*,"Other financial service activities, except insurance and pension funding activities, n.e.c.","Intermediation n.e.c. (e.g., investment clubs; venture capital companies; gas and oil royalty dealers; buying and selling mortgages (rediscounting)); buying income tax refunds; viatical settlement companies; venture capital companies and own account investing"
523910,Miscellaneous intermediation,L6810*,Real estate activities with own or leased property,"Real estate as a trading stock of the seller, buying and selling"
523920,Portfolio management,K6630,Fund management activities,
523930,Investment advice,K6619*,Other activities auxiliary to financial service activities,Investment advice
523990,All other financial investment activities,K6612*,Security and commodity contracts brokerage,Oil and gas lease brokers' offices
523990,All other financial investment activities,K6619*,Other activities auxiliary to financial service activities,"Financial investment activities n.e.c. (e.g., private estate administering; non-deposit trust companies; personal investment trusts); escrow and fiduciary agencies (except real estate); securities quotation services; securities transfer agents"
524111,"Direct individual life, health and medical insurance carriers",K6511*,Life insurance,"Life insurance and annuities, underwriting"
524111,"Direct individual life, health and medical insurance carriers",K6512*,Non-life insurance,"Health and accident insurance, underwriting"
524112,"Direct group life, health and medical insurance carriers",K6511*,Life insurance,Direct group life and pension insurance carriers
524112,"Direct group life, health and medical insurance carriers",K6512*,Non-life insurance,Direct group health insurance carriers
524121,Direct general property and casualty insurance carriers,K6512*,Non-life insurance,Direct general property and casualty insurance carriers
524122,"Direct, private, automobile insurance carriers",K6512*,Non-life insurance,"Direct, private, automobile insurance carriers"
524123,"Direct, public, automobile insurance carriers",K6512*,Non-life insurance,"Direct, public, automobile insurance carriers"
524124,Direct property insurance carriers,K6512*,Non-life insurance,Direct property insurance carriers
524125,Direct liability insurance carriers,K6512*,Non-life insurance,Direct liability insurance carriers
524129,"Other direct insurance (except life, health and medical) carriers",K6512*,Non-life insurance,"Other direct insurance (except life, health and medical) carriers (e.g., aircraft, marine and fidelity insurance)"
524131,Life reinsurance carriers,K6520*,Reinsurance,Life reinsurance carriers
524132,Accident and sickness reinsurance carriers,K6520*,Reinsurance,Accident and sickness reinsurance carriers
524133,Automobile reinsurance carriers,K6520*,Reinsurance,Automobile reinsurance carriers
524134,Property reinsurance carriers,K6520*,Reinsurance,Property reinsurance carriers
524135,Liability reinsurance carriers,K6520*,Reinsurance,Liability reinsurance carriers
524139,General and other reinsurance carriers,K6520*,Reinsurance,General and other reinsurance carriers
524210,Insurance agencies and brokerages,K6622,Activities of insurance agents and brokers,
524291,Claims adjusters,K6621,Risk and damage evaluation,
524299,All other insurance related activities,K6629*,Other activities auxiliary to insurance and pension funding,"All other insurance related activities (e.g., salvage administration)"
526111,Trusteed pension funds,K6530*,Pension funding,Trusteed pension funds
526112,Non-trusteed pension funds,K6530*,Pension funding,Non-trusteed pension funds
526911,Equity funds - Canadian,K6430*,"Trusts, funds and similar financial entities",Equity funds - Canadian
526912,Equity funds - foreign,K6430*,"Trusts, funds and similar financial entities",Equity funds - foreign
526913,Mortgage funds,K6430*,"Trusts, funds and similar financial entities",Mortgage funds
526914,Money market funds,K6430*,"Trusts, funds and similar financial entities",Money market funds
526915,Bond and income / dividend funds - Canadian,K6430*,"Trusts, funds and similar financial entities",Bond and income / Dividend funds - Canadian
526916,Bond and income / dividend funds - foreign,K6430*,"Trusts, funds and similar financial entities",Bond and income / Dividend funds - Foreign
526917,Balanced funds / asset allocation funds,K6430*,"Trusts, funds and similar financial entities",Balanced funds / Asset allocation funds
526919,Other open-ended funds,K6430*,"Trusts, funds and similar financial entities","Other open-ended funds (e.g., invest in futures, precious metals, hedge funds and others)"
526930,Segregated (except pension) funds,K6430*,"Trusts, funds and similar financial entities",Segregated (except pension) funds
526981,Securitization vehicles,K6430*,"Trusts, funds and similar financial entities",Securitization vehicles
526989,All other miscellaneous funds and financial vehicles,K6430*,"Trusts, funds and similar financial entities","All other miscellaneous funds and financial vehicles (e.g., special purpose trusts and other funds)"
531111,Lessors of residential buildings and dwellings (except social housing projects),L6810*,Real estate activities with own or leased property,Lessors of residential buildings and dwellings (except social housing projects)
531112,Lessors of social housing projects,L6810*,Real estate activities with own or leased property,Lessors of social housing projects
531120,Lessors of non-residential buildings (except mini-warehouses),L6810*,Real estate activities with own or leased property,Lessors of non-residential buildings (except mini-warehouses)
531130,Self-storage mini-warehouses,L6810*,Real estate activities with own or leased property,Self-storage mini-warehouses
531190,Lessors of other real estate property,L6810*,Real estate activities with own or leased property,"Lessors of other real estate property (e.g., agricultural and railroad property rental)"
531211,Real estate agents,L6820*,Real estate activities on a fee or contract basis,Realer estate agents
531212,Offices of real estate brokers,L6820*,Real estate activities on a fee or contract basis,Offices of real estate brokers
531310,Real estate property managers,L6820*,Real estate activities on a fee or contract basis,Real estate property managers
531320,Offices of real estate appraisers,L6820*,Real estate activities on a fee or contract basis,Offices of real estate appraisers
531390,Other activities related to real estate,L6820*,Real estate activities on a fee or contract basis,"Other activities related to real estate (e.g., escrow agents, listing service)"
532111,Passenger car rental,N7710*,Renting and leasing of motor vehicles,Passenger car rental (short-term)
532112,Passenger car leasing,N7710*,Renting and leasing of motor vehicles,Passenger car leasing (long-term)
532120,"Truck, utility trailer and RV (recreational vehicle) rental and leasing",N7710*,Renting and leasing of motor vehicles,"Passenger car without driver (except finance leasing), leasing"
532120,"Truck, utility trailer and RV (recreational vehicle) rental and leasing",N7730*,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.","Utility trailer, recreational vehicle and heavy-duty trucks (except finance leasing), renting and leasing"
532210,Consumer electronics and appliance rental,N7729*,Renting and leasing of other personal and household goods n.e.c.,Consumer electronics and appliance rental
532280,All other consumer goods rental,N7721,Renting and leasing of recreational and sports goods,Other consumer goods rental
532280,All other consumer goods rental,N7722,Renting of video tapes and disks,Video tape and disc rental
532280,All other consumer goods rental,N7729*,Renting and leasing of other personal and household goods n.e.c.,"Other consumer goods rental n.e.c. (e.g., furniture, party supplies, musical instruments, tents, home health equipment, costumes)"
532280,All other consumer goods rental,N7730*,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.","Motorcycles and motor scooters, renting and leasing"
532310,General rental centres,N7729*,Renting and leasing of other personal and household goods n.e.c.,Renting a range of commercial and household equipment including do-it-yourself equipment (primarily household)
532310,General rental centres,N7730*,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Rental or range of commercial and industrial equipment (contractor and builder tools)
532410,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing",N7730*,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.","Construction (including crane without operator), transportation, mining, and forestry machinery and equipment rental and leasing"
532420,Office machinery and equipment rental and leasing,N7730*,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Office machinery and equipment rental and leasing
532490,Other commercial and industrial machinery and equipment rental and leasing,N7730*,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.","Other commercial and industrial machinery and equipment rental and leasing (e.g., agricultural machinery, motion picture production equipment)"
533110,Lessors of non-financial intangible assets (except copyrighted works),N7740,"Leasing of intellectual property and similar products, except copyrighted works",
541110,Offices of lawyers,M6910*,Legal activities,Offices of lawyers
541120,Offices of notaries,M6910*,Legal activities,Offices of notaries
541190,Other legal services,M6910*,Legal activities,"Other legal services (e.g., bailiffs, arbitrators, paralegal services)"
541212,Offices of accountants,M6920*,"Accounting, bookkeeping and auditing activities; tax consultancy",Offices of accountants
541213,Tax preparation services,M6920*,"Accounting, bookkeeping and auditing activities; tax consultancy",Tax preparation services
541215,"Bookkeeping, payroll and related services",M6920*,"Accounting, bookkeeping and auditing activities; tax consultancy","Bookkeeping, payroll and related services"
541310,Architectural services,M7110*,Architectural and engineering activities and related technical consultancy,Architectural services
541320,Landscape architectural services,M7110*,Architectural and engineering activities and related technical consultancy,Landscape architectural services
541330,Engineering services,M7110*,Architectural and engineering activities and related technical consultancy,Engineering services
541340,Drafting services,M7110*,Architectural and engineering activities and related technical consultancy,Drafting services
541350,Building inspection services,M7110*,Architectural and engineering activities and related technical consultancy,Building inspection services
541360,Geophysical surveying and mapping services,M7110*,Architectural and engineering activities and related technical consultancy,Geophysical surveying and mapping services
541370,Surveying and mapping (except geophysical) services,M7110*,Architectural and engineering activities and related technical consultancy,Surveying and mapping (except geophysical) services
541380,Testing laboratories,M7120*,Technical testing and analysis,Testing laboratories
541410,Interior design services,M7410*,Specialized design activities,Interior design services
541420,Industrial design services,M7410*,Specialized design activities,Industrial design services
541430,Graphic design services,M7410*,Specialized design activities,Graphic design services
541490,Other specialized design services,M7410*,Specialized design activities,"Other specialized design services (e.g., clothing, jewellery and textile design)"
541514,Computer systems design and related services (except video game design and development),J6201*,Computer programming activities,Computer systems design and related services (except video game design and development)
541514,Computer systems design and related services (except video game design and development),J6202,Computer consultancy and computer facilities management activities,
541514,Computer systems design and related services (except video game design and development),J6209,Other information technology and computer service activities,
541515,Video game design and development services,J6201*,Computer programming activities,Video game design and development services
541611,Administrative management and general management consulting services,M7020*,Management consultancy activities,Administrative management and general management consulting services
541612,Human resources consulting services,K6629*,Other activities auxiliary to insurance and pension funding,Actuarial services
541612,Human resources consulting services,M7020*,Management consultancy activities,Human resource consulting services
541619,Other management consulting services,M7020*,Management consultancy activities,"Management consulting services n.e.c. (e.g., methods improvement, marketing, operations research)"
541619,Other management consulting services,M7490*,"Other professional, scientific and technical activities n.e.c.",Freight rates and customs consulting services
541620,Environmental consulting services,M7490*,"Other professional, scientific and technical activities n.e.c.",Environmental consulting services
541690,Other scientific and technical consulting services,M7490*,"Other professional, scientific and technical activities n.e.c.","Other scientific and technical consulting services (e.g., agronomy, economic and physics consulting services)"
541710,"Research and development in the physical, engineering and life sciences",M7210,Research and experimental development on natural sciences and engineering,
541720,Research and development in the social sciences and humanities,M7220,Research and experimental development on social sciences and humanities,
541810,Advertising agencies,M7310*,Advertising,Advertising agencies
541820,Public relations services,M7020*,Management consultancy activities,Public relations services
541830,Media buying agencies,M7310*,Advertising,Media buying agencies
541840,Media representatives,M7310*,Advertising,Media representatives
541850,Display advertising,M7310*,Advertising,Display advertising
541860,Direct mail advertising,M7310*,Advertising,Direct mail advertising
541870,Advertising material distribution services,M7310*,Advertising,Advertising material distribution services
541891,Specialty advertising distributors,M7310*,Advertising,Specialty advertising distributors
541899,All other services related to advertising,M7310*,Advertising,"All other services related to advertising (e.g., window dressing, sign painting and lettering)"
541910,Marketing research and public opinion polling,M7320,Market research and public opinion polling,
541920,Photographic services,M7420*,Photographic activities,Photographic services
541930,Translation and interpretation services,M7490*,"Other professional, scientific and technical activities n.e.c.",Translation and interpretation services
541940,Veterinary services,M7500*,Veterinary activities,Veterinary services
541990,"All other professional, scientific and technical services",M6910*,Legal activities,Arbitration and conciliation services not provided by lawyers or paralegals
541990,"All other professional, scientific and technical services",M7490*,"Other professional, scientific and technical activities n.e.c.","All other professional, scientific and technical services (e.g., weather forecasting, referees in bankruptcy, non-real estate appraisal activities, commodity inspection services)"
541990,"All other professional, scientific and technical services",N8030*,Investigation activities,Handwriting analysis service
541990,"All other professional, scientific and technical services",Q8890*,Other social work activities without accommodation,Consumer credit counselling services
551113,Holding companies,K6420,Activities of holding companies,
551114,Head offices,M7010,Activities of head offices,
561110,Office administrative services,N8211,Combined office administrative service activities,
561210,Facilities support services,N8110,Combined facilities support activities,
561210,Facilities support services,O8423*,Public order and safety activities,"Correctional facilities, privately operated"
561310,Employment placement agencies and executive search services,N7810*,Activities of employment placement agencies,Employment placement agencies and executive search services
561320,Temporary help services,N7820,Temporary employment agency activities,
561330,Professional employer organizations,N7830,Other human resources provision,
561410,Document preparation services,N8219*,"Photocopying, document preparation and other specialized office support activities","Document preparation services (e.g., transcription, résumé writing, desktop publishing)"
561420,Telephone call centres,N8220,Activities of call centres,
561430,Business service centres,N8219*,"Photocopying, document preparation and other specialized office support activities","Business service centres (e.g., mail box centres, copy shops), internet café (not serving food and beverages)"
561440,Collection agencies,N8291*,Activities of collection agencies and credit bureaus,Debt collection services
561440,Collection agencies,O8411*,General public administration activities,Tax collection services on a contract or fee basis
561450,Credit bureaus,N8291*,Activities of collection agencies and credit bureaus,Credit bureaus
561490,Other business support services,N8292*,Packaging activities,Address bar coding services
561490,Other business support services,N8299*,Other business support service activities n.e.c.,"Business support services n.e.c. (e.g., automobile repossession, fund-raising organization service on a fee or contract basis, court reporting services)"
561510,Travel agencies,N7911,Travel agency activities,
561520,Tour operators,N7912,Tour operator activities,
561590,Other travel arrangement and reservation services,N7990*,Other reservation service and related activities,"Other travel arrangement and reservation services (e.g., ticket agencies)"
561611,Investigation services,N8010*,Private security activities,Fingerprinting or polygraph services
561611,Investigation services,N8030*,Investigation activities,Private investigator and detective services
561612,Security guard and patrol services,N8010*,Private security activities,Security guard and patrol services
561613,Armoured car services,N8010*,Private security activities,Armoured car services
561621,Security systems services (except locksmiths),N8020*,Security systems service activities,Security systems services (except locksmiths)
561622,Locksmiths,N8020*,Security systems service activities,Locksmiths
561710,Exterminating and pest control services,N8129*,Other building and industrial cleaning activities,Exterminating and pest control services
561721,Window cleaning services,N8129*,Other building and industrial cleaning activities,Window cleaning services
561722,Janitorial services (except window cleaning),N8121,General cleaning of buildings,
561722,Janitorial services (except window cleaning),N8129*,Other building and industrial cleaning activities,Cleaning of transport equipment such as railway cars on contract (interior)
561730,Landscaping services,N8130,Landscape care and maintenance service activities,
561740,Carpet and upholstery cleaning services,S9601*,Washing and (dry-) cleaning of textile and fur products,Carpet and upholstery cleaning services
561791,Duct and chimney cleaning services,N8129*,Other building and industrial cleaning activities,Duct and chimney cleaning services
561799,All other services to buildings and dwellings,F4390*,Other specialized construction activities,Building exterior cleaning (except sandblasting)
561799,All other services to buildings and dwellings,N8129*,Other building and industrial cleaning activities,Cleaning services to buildings and dwellings n.e.c. (except building exteriors)
561910,Packaging and labelling services,N8292*,Packaging activities,Packaging and labelling services
561920,Convention and trade show organizers,N8230,Organization of conventions and trade shows,
561990,All other support services,C1313*,Finishing of textiles,"Cloth, cutting to length for distributors; tape, slitting for the trade"
561990,All other support services,N8299*,Other business support service activities n.e.c.,"All other support services n.e.c. (except cloth cutting to length, fire-fighting and vehicle licensing)"
561990,All other support services,O8413*,Regulation of and contribution to more efficient operation of businesses,Vehicle license issuing on a contract or fee basis
561990,All other support services,O8423*,Public order and safety activities,Commercial fire fighting services
562110,Waste collection,E3811,Collection of non-hazardous waste,
562110,Waste collection,E3812,Collection of hazardous waste,
562210,Waste treatment and disposal,E3700*,Sewerage,Treatment and filtration of nonhazardous industrial waste water (not part of sewer system)
562210,Waste treatment and disposal,E3821,Treatment and disposal of non-hazardous waste,
562210,Waste treatment and disposal,E3822,Treatment and disposal of hazardous waste,
562910,Remediation services,E3900,Remediation activities and other waste management services,
562920,Material recovery facilities,E3830*,Materials recovery,"Material recovery facilities (e.g., sorting, cleaning and baling of commingled recyclable materials (except hazardous)"
562990,All other waste management services,E3700*,Sewerage,"Waste management activities (e.g., septic tank, cesspool cleaning and pumping)"
611110,Elementary and secondary schools,P8510*,Pre-primary and primary education,Primary education
611110,Elementary and secondary schools,P8521,General secondary education,
611110,Elementary and secondary schools,P8522*,Technical and vocational secondary education,Vocational and technical high schools
611210,Community colleges and C.E.G.E.P.s,P8530*,Higher education,Community colleges and C.E.G.E.P.s
611310,Universities,P8530*,Higher education,Universities
611410,Business and secretarial schools,P8522*,Technical and vocational secondary education,"Business and secretarial schools (e.g., court reporting schools)"
611420,Computer training,P8549*,Other education n.e.c.,Computer training
611430,Professional and management development training,P8549*,Other education n.e.c.,Professional and management development training
611510,Technical and trade schools,P8522*,Technical and vocational secondary education,Technical and trade schools n.e.c. (except flight training schools); vocational apprenticeship training
611510,Technical and trade schools,P8549*,Other education n.e.c.,Flight training school
611610,Fine arts schools,P8542,Cultural education,
611620,Athletic instruction,P8541*,Sports and recreation education,Athletic instruction
611630,Language schools,P8549*,Other education n.e.c.,Language schools
611690,All other schools and instruction,P8510*,Pre-primary and primary education,Adult literacy programs
611690,All other schools and instruction,P8541*,Sports and recreation education,Bridge and other card game instruction; yoga instruction
611690,All other schools and instruction,P8549*,Other education n.e.c.,"Schools and instruction n.e.c., including educational test development and automobile driving instruction"
611710,Educational support services,P8550,Educational support services,
621110,Offices of physicians,Q8620*,Medical and dental practice activities,Offices of physicians
621210,Offices of dentists,Q8620*,Medical and dental practice activities,Offices of dentists
621310,Offices of chiropractors,Q8690*,Other human health activities,Offices of chiropractors
621320,Offices of optometrists,Q8690*,Other human health activities,Offices of optometrists
621330,Offices of mental health practitioners (except physicians),Q8690*,Other human health activities,Offices of mental health practitioners (except physicians)
621340,"Offices of physical, occupational, and speech therapists and audiologists",Q8690*,Other human health activities,"Offices of physical, occupational, and speech therapists and audiologists"
621390,Offices of all other health practitioners,Q8690*,Other human health activities,"Offices of al other health practitioners (e.g., acupuncturists, denturists, midwives)"
621410,Family planning centres,Q8620*,Medical and dental practice activities,Abortion clinics
621410,Family planning centres,Q8690*,Other human health activities,"Medical family planning centres, services by nurses and other medical professionals, except doctors"
621420,Out-patient mental health and substance abuse centres,Q8620*,Medical and dental practice activities,Out-patient mental health; alcohol and other substance abuse services performed by doctors
621420,Out-patient mental health and substance abuse centres,Q8690*,Other human health activities,Out-patient mental health; alcohol and other substance abuse services not performed by doctors
621494,Community health centres,Q8620*,Medical and dental practice activities,Community health centres
621499,All other out-patient care centres,Q8620*,Medical and dental practice activities,"Out-patient care centres (medical) n.e.c. (e.g., urgent medical care centres)"
621499,All other out-patient care centres,Q8690*,Other human health activities,"Out-patient non-medical care centres n.e.c. (e.g., first-aid, kidney dialysis, registered massage therapy, respiratory therapy clinics)"
621510,Medical and diagnostic laboratories,Q8690*,Other human health activities,Medical and diagnostic laboratories
621610,Home health care services,Q8690*,Other human health activities,Home health care services
621911,Ambulance (except air ambulance) services,Q8690*,Other human health activities,Ambulance (except air ambulance) services
621912,Air ambulance services,Q8690*,Other human health activities,Air ambulance services
621990,All other ambulatory health care services,Q8690*,Other human health activities,"All other ambulatory health care services (blood banks, sperm banks, stop smoking clinics)"
622111,General (except paediatric) hospitals,Q8610*,Hospital activities,General (except paediatric) hospitals
622112,Paediatric hospitals,Q8610*,Hospital activities,Paediatric hospitals
622210,Psychiatric and substance abuse hospitals,Q8610*,Hospital activities,Psychiatric and substance abuse hospitals
622310,Specialty (except psychiatric and substance abuse) hospitals,Q8610*,Hospital activities,"Specialty (except psychiatric and substance abuse) hospitals (e.g., maternity hospital)"
623110,Nursing care facilities,Q8710,Residential nursing care facilities,
623210,Residential developmental handicap facilities,Q8720*,"Residential care activities for mental retardation, mental health and substance abuse",Residential developmental handicap facilities (home for the developmentally handicapped)
623221,Residential substance abuse facilities,Q8720*,"Residential care activities for mental retardation, mental health and substance abuse",Residential substance abuse facilities
623222,Homes for the psychiatrically disabled,Q8720*,"Residential care activities for mental retardation, mental health and substance abuse",Homes for the psychiatrically disabled
623310,Community care facilities for the elderly,Q8730,Residential care activities for the elderly and disabled,
623991,Transition homes for women,Q8790*,Other residential care activities,Transition homes for women
623992,Homes for emotionally disturbed children,Q8790*,Other residential care activities,Homes for emotionally disturbed children
623993,Homes for the physically handicapped or disabled,Q8790*,Other residential care activities,Homes for the physically handicapped or disabled
623999,All other residential care facilities,Q8790*,Other residential care activities,"All other residential care facilities (e.g., home for single mothers, orphanages)"
624110,Child and youth services,Q8890*,Other social work activities without accommodation,Child and youth services
624120,Services for the elderly and persons with disabilities,Q8810,Social work activities without accommodation for the elderly and disabled,
624190,Other individual and family services,Q8890*,Other social work activities without accommodation,"Other individual and family services (e.g., marriage counselling, refugee services, suicide crisis)"
624210,Community food services,Q8890*,Other social work activities without accommodation,Community food services
624220,Community housing services,Q8890*,Other social work activities without accommodation,Community housing services
624230,Emergency and other relief services,Q8890*,Other social work activities without accommodation,Emergency and other relief services
624310,Vocational rehabilitation services,Q8890*,Other social work activities without accommodation,Vocational rehabilitation services
624410,Child day-care services,Q8890*,Other social work activities without accommodation,Child day-care services
711111,Theatre (except musical) companies,R9000*,"Creative, arts and entertainment activities",Theatre (except musical) companies
711112,Musical theatre and opera companies,R9000*,"Creative, arts and entertainment activities",Musical theatre and opera companies
711120,Dance companies,R9000*,"Creative, arts and entertainment activities",Dance companies
711130,Musical groups and artists,R9000*,"Creative, arts and entertainment activities",Musical groups and artists
711190,Other performing arts companies,R9000*,"Creative, arts and entertainment activities",Except carnivals
711190,Other performing arts companies,R9329*,Other amusement and recreation activities n.e.c.,Carnivals
711213,Horse race tracks,R9311*,Operation of sports facilities,"Horse race tracks, racing stables and training"
711213,Horse race tracks,R9319*,Other sports activities,"Owners of sporting horses, horse trainers; horse racing stables off-site from racetrack"
711214,Other racing facilities and related activities,R9311*,Operation of sports facilities,Operation of race tracks (except horse)
711215, Independent athletes performing before a paying audience ,R9312*,Activities of sports clubs,
711217, Sports teams and clubs performing before a paying audience,R9312*,Activities of sports clubs,Sports teams and clubs
711217, Sports teams and clubs performing before a paying audience,R9319*,Other sports activities,Other spectator sports
711311,Live theatres and other performing arts presenters with facilities,R9000*,"Creative, arts and entertainment activities",Live theatres and other performing arts presenters with facilities
711319,Sports stadiums and other presenters with facilities,R9311*,Operation of sports facilities,"Sports stadiums, promoting events; and other presenters with facilities n.e.c."
711319,Sports stadiums and other presenters with facilities,R9319*,Other sports activities,Sports organizers and operators with facilities
711319,Sports stadiums and other presenters with facilities,R9329*,Other amusement and recreation activities n.e.c.,Agricultural fair organizers and rodeo promoters with facilities
711321,Performing arts promoters (presenters) without facilities,R9000*,"Creative, arts and entertainment activities",Live arts events organizers without facilities
711321,Performing arts promoters (presenters) without facilities,R9329*,Other amusement and recreation activities n.e.c.,"Booking agencies (e.g., concert, theatrical)"
711322,Festivals without facilities,R9000*,"Creative, arts and entertainment activities","Festival (e.g., arts, dance, music) promoters without facilities"
711322,Festivals without facilities,R9329*,Other amusement and recreation activities n.e.c.,"Agricultural fair promoters, without facilities"
711329,Sports presenters and other presenters without facilities,R9319*,Other sports activities,Sports event promoters without facilities
711329,Sports presenters and other presenters without facilities,R9329*,Other amusement and recreation activities n.e.c.,Horse show and rodeo promoters without facilities
711411,"Agents and managers for artists, athletes, entertainers and other public figures",M7490*,"Other professional, scientific and technical activities n.e.c.","Agents and managers for artists, athletes, entertainers and other public figures"
711412, Sports agents and managers ,M7490*,"Other professional, scientific and technical activities n.e.c.",
711511,Independent visual artists and artisans,C3290*,Other manufacturing n.e.c.,Independent taxidermists
711511,Independent visual artists and artisans,C3319*,Repair of other equipment,Restoration services for organs and similar instruments
711511,Independent visual artists and artisans,M7420*,Photographic activities,Independent photo journalists
711511,Independent visual artists and artisans,R9000*,"Creative, arts and entertainment activities",independent artists
711512,"Independent actors, comedians and performers",R9000*,"Creative, arts and entertainment activities","Independent actors, comedians and performers"
711513,Independent writers and authors,R9000*,"Creative, arts and entertainment activities",Independent writers and authors
712111,Non-commercial art museums and galleries,R9102*,Museums activities and operation of historical sites and buildings,Non-commercial art museums and galleries
712115,History and science museums,R9102*,Museums activities and operation of historical sites and buildings,History and science museums
712119,Other museums,R9102*,Museums activities and operation of historical sites and buildings,"Other museums (e.g., wax museum, sports hall of fame)"
712120,Historic and heritage sites,R9102*,Museums activities and operation of historical sites and buildings,Historic and heritage sites
712130,Zoos and botanical gardens,R9103*,Botanical and zoological gardens and nature reserves activities,Zoos and botanical gardens
712190,Nature parks and other similar institutions,R9103*,Botanical and zoological gardens and nature reserves activities,Nature parks and other similar institutions
713110,Amusement and theme parks,R9321,Activities of amusement parks and theme parks,
713120,Amusement arcades,R9329*,Other amusement and recreation activities n.e.c.,Amusement arcades
713210,Casinos (except casino hotels),R9200*,Gambling and betting activities,Casinos (except casino hotels)
713291,Lotteries,R9200*,Gambling and betting activities,Lotteries
713299,All other gambling industries,R9200*,Gambling and betting activities,"All other gambling industries (e.g., video gambling machines not in casinos, bingo parlours)"
713910,Golf courses and country clubs,R9311*,Operation of sports facilities,Golf courses and country clubs
713920,Skiing facilities,H4922*,Other passenger land transport,Ski lift and tow operation
713920,Skiing facilities,R9329*,Other amusement and recreation activities n.e.c.,Skiing facilities (except separate operation of ski lifts)
713930,Marinas,R9329*,Other amusement and recreation activities n.e.c.,Marinas
713940,Fitness and recreational sports centres,R9311*,Operation of sports facilities,Fitness and recreational sports centres
713950,Bowling centres,R9311*,Operation of sports facilities,Bowling centres
713999,All other amusement and recreation industries,N7990*,Other reservation service and related activities,Tourist guide services
713991," Sports clubs, teams and leagues performing before a non-paying audience ",R9312*,Activities of sports clubs,"Recreational sporting teams and clubs (i.e., little league), hunting guides"
713992,Other sports facilities,R9319*,Other sports activities,"Driving ranges, skeet shooting facilities, billiard rooms, and other miscellaneous sporting facility operation"
713999,All other amusement and recreation industries,R9329*,Other amusement and recreation activities n.e.c.,Amusement and recreation activities n.e.c.
721111,Hotels,I5510*,Short term accommodation activities,Hotels (except sleeping car operation not operated by railway company)
721111,Hotels,I5590*,Other accommodation,"Sleeping car operation, not operated by railway company"
721112,Motor hotels,I5510*,Short term accommodation activities,Motor hotels
721113,Resorts,I5510*,Short term accommodation activities,Resorts
721114,Motels,I5510*,Short term accommodation activities,Motels
721120,Casino hotels,I5510*,Short term accommodation activities,Casino hotels (hotel as primary source of revenue)
721120,Casino hotels,R9200*,Gambling and betting activities,Casino hotels (gambling as primary source of revenue)
721191,Bed and breakfast,I5510*,Short term accommodation activities,Bed and breakfast
721192,Housekeeping cottages and cabins,I5510*,Short term accommodation activities,Housekeeping cottages and cabins
721198,All other traveller accommodation,I5510*,Short term accommodation activities,"All other traveller accommodation (e.g., hostels)"
721211,Recreational vehicle (RV) parks and campgrounds,I5520*,"Camping grounds, recreational vehicle parks and trailer parks",RV (recreational vehicle) parks and campgrounds
721212,Hunting and fishing camps,I5520*,"Camping grounds, recreational vehicle parks and trailer parks",Hunting and fishing camps
721213,Recreational (except hunting and fishing) and vacation camps,I5520*,"Camping grounds, recreational vehicle parks and trailer parks",Recreational (except hunting and fishing) and vacation camps
721310,Rooming and boarding houses,I5590*,Other accommodation,Rooming and boarding houses
722310,Food service contractors,I5629,Other food service activities,
722320,Caterers,I5621,Event catering,
722330,Mobile food services,I5610*,Restaurants and mobile food service activities,"Canteen truck service, street food-vendors"
722330,Mobile food services,I5630*,Beverage serving activities,Mobile beverage bars and carts
722410,Drinking places (alcoholic beverages),I5630*,Beverage serving activities,Drinking places (alcoholic beverages)
722511,Full-service restaurants,I5610*,Restaurants and mobile food service activities,Full-service restaurants
722512,Limited-service eating places,I5610*,Restaurants and mobile food service activities,"Automats, buffets, cafeterias, food take-out services, lunch counters, doughnut shops and other limited-service eating places (except beverage bars), internet café combined with limited-service restaurant"
722512,Limited-service eating places,I5630*,Beverage serving activities,"Coffee shops, non-alcoholic beverage bars such as fruit juice bar"
